PM10 Delhi,12:00:00 AM,1:00:00 AM,2:00:00 AM,3:00:00 AM,4:00:00 AM,5:00:00 AM,6:00:00 AM,7:00:00 AM,8:00:00 AM,9:00:00 AM,10:00:00 AM,11:00:00 AM,12:00:00 PM,1:00:00 PM,2:00:00 PM,3:00:00 PM,4:00:00 PM,5:00:00 PM,6:00:00 PM,7:00:00 PM,8:00:00 PM,9:00:00 PM,10:00:00 PM,11:00:00 PM
5/5/2015,489.5,490.17,473.44,452.56,451.78,357.33,356.83,526.05,562.5,561.27,429.42,359.56,316.45,300.83,202.66,212.06,260.1,245.62,210.42,215.96,242.61,357.33,360.95,368.95
5/6/2015,407.05,434.83,448.78,464.22,485.78,375.33,321.49,465.04,412.5,358.06,365.63,365.42,342.38,329.84,297,305.83,276.33,302.46,239.28,226.37,271.5,245.17,312.83,274.44
5/7/2015,284.45,376.5,369.25,381.08,378.12,401.12,285.88,289.54,336.17,305.54,306.21,317.26,335.62,372.62,433.88,470.16,367.04,383.29,297.12,258.14,245.17,360.58,380.66,299.38
5/8/2015,331.29,282.98,240.62,233.6,206.96,203.2,264.03,319.27,370.82,357.22,342.63,401.75,391.08,349.84,319.09,324.88,305.95,358.58,289.72,257.32,257.02,365.96,246.5,308.89
5/9/2015,294.17,306.8,307.22,292.11,244.84,238.17,221.98,260.79,293.92,239.67,299.62,293.21,314.58,311.62,288.99,285.42,250.92,258.92,245.12,264.17,360.58,317.17,327.86,331.33
5/10/2015,316.21,295.08,287.46,385.38,159.79,167.48,257.66,135.44,299.25,306.5,302.67,288.14,288.62,258.29,243.29,283.61,270.45,216.28,221.83,212.33,279.33,415.34,378.16,534.67
5/11/2015,589.95,517.84,558.72,502.58,431.17,353.32,360.48,386.44,254.72,212.78,240.16,305.25,300.5,282.79,253.33,211.38,179.88,172.88,251.21,291.12,310.86,366.92,288.35,460.96
5/12/2015,479.89,321.86,302.21,467.48,412.09,411.09,420.61,439.91,444.52,452.29,347.65,261.98,222.31,202.54,193.48,191.09,174.31,179.4,180.64,183.92,179.82,195.89,188.01,185.28
5/13/2015,172.59,156.66,140.21,160.79,191.17,215.83,226.04,272,272.38,315.39,249.89,191,197.06,325.91,165.17,71.11,62.61,99.22,96.72,110.94,122.11,124.83,107.33,141.41
5/14/2015,174.18,154,141.83,122.89,122.5,133.61,234.72,280.11,292.57,206.5,232.17,184.17,187.87,188.17,179,194.4,156.67,91.67,67.72,195.62,229.62,344.71,341.04,250.25
5/15/2015,241.83,212.61,379.16,397.58,267.21,257.12,315.46,370.16,433.22,318.23,254.82,253.83,236.04,210.33,246.42,237.79,201.17,105.17,128.44,133.71,165.83,147.42,134.48,120.21
5/16/2015,98.7,194.36,188.08,172.17,160.12,146.63,183.71,301.58,229.37,170.67,168.12,151.29,154.82,183.22,209.12,186.75,171.54,168.46,156.79,158.29,177.83,226.42,237.17,275.58
5/17/2015,277.04,291.25,242.75,210.5,198.71,195.46,201.83,248.54,240.21,162.38,140.42,131.08,154.92,206.08,183.17,128.42,128.16,123.96,120.17,181,196.29,207.54,179.83,171.54
5/18/2015,158.83,158,138.25,141.16,122.25,140.77,127.67,132.88,161.75,164.29,155.83,140.83,127.25,138.88,173.62,165,168.17,174.88,199.63,228.54,227.12,232.6,253.83,304.46
5/19/2015,393.29,252.17,239.75,238.23,238.5,297.42,219.88,262.96,247.71,231.88,219.08,230.67,219.97,233.12,248.87,270.5,366.21,366.8,341.52,242.18,114.16,83.94,106.08,102.44
5/20/2015,129.6,123.44,106.79,93.21,122,146,170.5,197.08,217.08,210.29,186.84,186.25,184.92,180.95,187.33,156.04,139.54,131.62,132.75,151.12,189.21,224.75,331,331.59
5/21/2015,281.42,270.88,344.39,308.67,348.83,327.78,371.61,505.56,530.22,476,454.05,424.11,371,310,261.95,240.61,244.22,239.5,155.58,167.51,313.01,396.21,412.33,287.67
5/22/2015,332.04,260.58,216.13,246.33,210.96,234.63,244.02,227.71,226.2,247.38,288.58,248.9,230.42,228.62,183.63,221.61,201.75,187.67,163.62,152.6,204.92,317.23,258.08,330.08
5/23/2015,245.88,342.08,301.42,170,178.84,210.08,243.6,328.06,378.7,343.95,339.5,392.67,431.5,436.34,384.29,308.48,250.08,273.83,302.08,320.01,338.17,405.01,275.34,329.58
5/24/2015,305.25,301.88,261.25,188.67,156.42,151.96,140,193,210.7,203.29,181.03,176.75,171.19,199.06,221.36,233.75,230.45,256.39,268.52,306.25,400.2,425.4,497.73,355.94
5/25/2015,442.48,437.46,426.25,329.34,277.46,279.75,274.56,387.92,416.08,404.66,376.63,345.17,338.66,287.08,247.75,198.5,187.58,187.83,241.54,294.11,393.79,419.75,472.33,509.21
5/26/2015,376.5,356.36,417.22,395.58,366.39,359.38,312.13,304.62,293.21,295.08,304.77,321.58,293.84,261.04,265.29,336.42,198.56,173.25,163.16,177.39,359.81,362.83,382.54,388.88
5/27/2015,301.5,259.82,227.54,245.46,228.42,193.2,205.75,257.29,321.96,314.61,263.6,261.17,187.21,175.37,173.68,168,191.46,205.38,155.71,153.78,195.45,253.3,372.02,240.78
5/28/2015,242.78,284,331.78,316.6,345.42,345.84,338.34,807.25,276.67,254,605.84,293.67,605.22,511.78,621.71,530.38,481.42,488.21,501.62,493.5,467.78,472.27,410.22,441.72
5/29/2015,404,364.56,313.61,245.28,206.31,300.12,333.4,450.17,548.11,384,315.46,280.46,238.58,232.75,229.9,181.96,159.73,163.86,171.92,204.76,256.2,197.1,198.2,233.99
5/30/2015,279.29,377.48,337.21,364.71,335.46,308.13,325.62,230.3,383.44,344.21,292.17,254.63,237.94,208.29,136.78,101.53,117.28,91.94,116.8,166.92,108.28,160.09,243.47,216.94
5/31/2015,248.28,209.28,194.67,219.28,251.47,392.17,534.25,333.83,410.82,258,231.08,271.37,225.7,187.73,275.43,180.93,111.61,106.72,119.28,114.84,150,141.61,186.79,328
6/1/2015,237.67,141.83,153.67,244.11,104.5,169.95,334.28,114.89,87.33,94.56,130.88,157.71,158.75,151.54,218.21,216.17,378.72,172.62,149.5,132.75,184.52,227.12,144.21,103.79
6/2/2015,107.25,94.29,86.15,100.67,44.54,44.08,83.42,102.3,123.29,164.95,156.33,177.56,151,114,117.89,106.72,107.06,89.58,102.79,163.96,196.56,120.21,186.54,87.42
6/3/2015,133.58,141.17,158.75,93.6,99.5,99.6,92.95,149.56,178.98,97.4,152.59,206.14,163.15,142.79,148.86,132.08,129.16,115.17,117.98,121.75,152.04,151.73,156.06,170.14
6/4/2015,160.54,112.58,80.08,115.29,117,132.33,147.62,195.33,246.46,230.5,239.54,305.02,303.41,256.75,207.18,153.42,99.68,90.28,109.62,126.57,126.33,169.22,180.16,188.4
6/5/2015,228.22,310.09,210.83,217.28,194.33,194,247.33,330.67,241.67,244,240,,,,,,,,,,,,,
6/6/2015,,,,,,,,,,,,,,,,,,63.23,60.83,65.11,87.51,124.33,198.11,235.89
6/7/2015,200.67,170.11,140.61,168.77,152,185,176.67,223,210.94,241.67,225.67,154.17,174.32,188.13,198.56,165.28,171.45,142.41,121.39,157.89,191.94,230.9,232.67,244.61
6/8/2015,236.22,266.25,241.22,240.33,322.27,319.78,304.22,436.94,168.17,231.66,223.22,187.44,168.28,171.25,237.47,226.02,155.67,139.78,207.69,150.25,177.53,472.4,909.83,
6/9/2015,,920.67,341,363,491,229.67,379.5,531.67,498.5,467,487.67,285.56,303.17,462.83,304.62,388.7,196.33,300.43,299.58,419.92,323.92,354.75,355.63,350.08
6/10/2015,344.08,245.78,195.33,208.46,216.96,184.08,151.1,175.67,195.08,202.54,248.71,137,116.44,124.78,131.56,96.94,101.44,101.11,106.67,122.28,146.61,156.81,153.17,128.78
6/11/2015,132.56,104.58,223.92,365.42,354.92,385.16,427.66,486.42,419.5,352.58,187.5,204.5,297.22,271.56,192.82,180.33,179.2,175.67,187.03,160.09,191.08,219.86,260.28,273.56
6/12/2015,328,254.55,168.11,154.22,141.72,102.6,85.67,88.11,84.72,89.83,98.01,152.36,186.29,198.95,198.1,133.33,115.95,136.83,229.88,242.79,215.86,242.24,302.32,370.98
6/13/2015,205.28,202.11,319.21,239.52,236.18,135.7,112,149.78,229.68,222.41,155.44,146.06,114.55,110.29,139.71,101.11,144.75,323.45,85.11,53.46,53.81,78.16,100.46,139.58
6/14/2015,154.83,192.26,128.66,103.99,96.08,108.33,121.62,44.04,51.96,48.16,56.5,60.22,53.54,68.58,66,92.75,122.35,156.58,175.38,237.46,223.46,192.75,172.54,186.42
6/15/2015,185.29,179.18,172.71,182.72,160,158.17,137.55,179.12,199.33,173.24,145.55,177.61,216.1,182.57,154.66,138.12,202.3,245.16,282.27,270.87,333.13,290.98,332.48,255.06
6/16/2015,204.83,261.25,254,354.22,375.15,368.26,347.88,225.06,425.44,335.88,260.81,200,255.29,263.88,210.18,227.38,232.74,304.49,310.96,266.06,263.28,258.33,264.06,299.84
6/17/2015,328.33,315.98,307.83,386.33,333.67,442,318.29,282.75,258.79,267.17,345.1,326.05,227.2,197.03,138.42,198.46,187.53,183.92,165.21,172.79,233.58,268.78,343.88,293.89
6/18/2015,361.62,318.21,251.34,321.96,294.03,317.08,359.16,287.27,271.17,278.16,320.38,346.29,163.38,201.58,191.2,197.08,197.79,198.17,192.33,257.67,285.75,287.42,229.49,323.58
6/19/2015,283.42,293.62,272.54,295.87,234.92,160.79,162.92,203.82,232.06,219.33,229.17,250.81,203,147.96,148.33,134.17,178.43,198.71,188.04,263.75,207.56,200.68,295.11,190.07
6/20/2015,177.91,181.04,246.38,180.73,114.27,71.33,66.17,131.19,247.37,261.53,148.84,144.9,339.63,177.84,163.33,119.5,109.72,118.41,114.93,129.29,170.33,297.33,42.42,90.96
6/21/2015,95.46,98.32,93.42,113,,,,,,,,,,70.83,24.44,70.88,105.15,77.23,43.13,82.96,49.37,93.67,92.29,130.39
6/22/2015,132.23,122.86,124.66,117.07,102.42,119.67,89.92,128.54,93.88,82.46,147.92,134.33,535.58,117.84,73.33,76.46,86.96,99.34,75.07,112.28,177.52,338.27,118.67,133.48
6/23/2015,127.08,147.67,232.42,140.5,191.54,216.22,197.04,160.31,174.17,158.08,204.67,106.66,58.34,65.16,48,71.46,125.68,249.04,341.55,219.71,69.33,80.75,97.96,168.92
6/24/2015,187.38,189.67,231.79,148.94,328.32,107.54,209.63,227,294.91,293.54,371.92,367.96,275.83,176.5,180.92,242,158,157.21,161.62,215.42,310.47,143,82.44,84.79
6/25/2015,40.46,58.38,43.71,46.75,60.25,73.83,33.42,30.21,27.04,33.71,52.5,77.68,64.09,43.84,65.92,68.29,50.29,53.54,86.25,97.38,72.71,66.17,112.96,137.79
6/26/2015,146,176.33,188.37,175.75,166.71,124.54,111.34,192.34,213.63,206,193.79,259.5,166.04,113.92,89.66,178.2,192.54,205.75,232.52,248.29,200.92,252.42,169.71,175.17
6/27/2015,160.83,131.71,112.04,114.12,132.33,102.58,122.42,201.54,233,225.33,280.96,284.04,277.46,195.62,214.08,227.84,216.58,214,218.02,209.89,270.04,206.52,166.18,167.59
6/28/2015,166.42,166.12,157.38,160.16,139.62,144.12,176.25,259.08,264.88,221,223.79,326.12,236.12,215.08,144.38,234.25,256.53,283.79,276.41,345.8,260.1,169.33,118.19,209.77
6/29/2015,212.04,212.66,198.12,234.25,61.11,52.06,58.17,81.91,138.35,30.21,35.24,58.59,94.76,108.05,61.81,96.86,77.75,69.56,67.46,89.81,86.44,38.96,70.04,88.58
6/30/2015,67.63,74.66,95.83,139.93,157.52,118.62,68,81.04,77.28,71.46,95.29,189.39,148.83,91.58,66.5,125.37,130.22,172.15,108.5,167.54,105.46,83.29,80.41,121.58
7/1/2015,88.33,86.8,65.58,98.75,78.79,59.5,56.08,76.71,91.37,97.52,117.41,205.59,180.3,185.38,195.96,203.42,188.26,208.47,208.36,207.93,157.38,114.29,114.48,163.58
7/2/2015,173.08,109.75,90,83.09,125.12,162.58,113.2,152.51,150.21,156.95,186.68,242.54,203.32,176.09,139.7,219.81,214.92,210.98,229.54,206.83,186.42,190.75,246.88,250.76
7/3/2015,207.22,191.62,167.9,205.76,151.38,131.6,114.25,185.16,205.07,220.91,238.98,278.73,224.89,325.1,277.92,216.29,207.18,202.46,195.12,265.12,458.83,252,228.46,111.5
7/4/2015,114.92,88.96,60.25,53.04,42.34,44.46,71.11,129.72,162.61,237.22,412.46,455.16,654.34,443.67,,,,,,,,,,
7/5/2015,,,,,,,,,,,,,160.6,697,555.83,525.17,544.54,500.34,433.71,428.48,362.42,338.19,276.13,399.94
7/6/2015,429.14,408.44,194.58,149.21,124.21,174.71,194.88,323.42,383.82,230.92,187.58,63.91,33.73,26.87,38.28,54.77,67.54,50.76,42.19,86.54,41.31,44.61,39.05,62.19
7/7/2015,55.74,50.45,40.29,51.92,55.59,55.62,48.33,58.36,56.61,55.22,64.94,88.63,97.48,90.06,113.88,175.35,128.29,101.17,152.88,98.58,51.96,36.58,73.96,85.46
7/8/2015,93.58,91.79,102.46,126.98,111.24,68.79,88.54,75.71,75.66,90.58,117.35,128.68,94.08,123.96,138.66,163.38,131.06,210.75,212.88,135.39,252.92,212.52,98.58,111.62
7/9/2015,101.31,98.75,127.02,191.29,222.83,105.55,104.44,182.64,142.11,46.41,50.73,84.94,74.94,48.11,76.28,137.28,232.61,136.39,144.17,174,217.83,127.45,69.14,198.06
7/10/2015,152.83,120.23,155.5,212.39,126.11,134.89,178.11,178.31,165.56,106.33,86.84,110.61,55.39,53.25,44.96,44.71,29.78,21.58,28.75,39.25,50.92,67.88,63.71,54.5
7/11/2015,48.54,59.54,75.63,67.83,36.54,27.16,20.42,13.86,17.85,26.08,32.67,30.72,46.06,51.39,42.28,35.28,45.67,57.75,43.14,44.64,34.44,27.06,51.5,55.33
7/12/2015,54.11,56.89,67.67,47.72,38.84,38.25,36.61,19.08,11.64,27.78,59.68,22.45,17.45,15.75,24.05,46.8,46,14.83,13.52,17.99,18.14,28.02,45.66,50.9
7/13/2015,41.78,44.06,49.8,45.72,35.29,38.39,49.53,49.13,83.89,39.33,37.92,37.68,42.03,34.28,47.72,63.29,40.1,59.44,38.81,59.49,64.51,68.93,104.33,129.28
7/14/2015,90.05,72.17,75.39,59.39,60.11,34.16,52.28,75.5,79,86.34,95.5,81.08,60.78,69.55,97.22,181.54,178.91,197.5,237.54,187.04,199.65,45.6,185.22,206.32
7/15/2015,235.72,265.6,167.72,137.65,81.38,70.17,105.6,135.92,189.86,241.79,292.92,349.92,330.58,348.69,311.98,291.75,299.38,316.77,255.54,262.1,324.67,336.77,264.27,238.48
7/16/2015,251.69,247.42,177.77,145.96,142.67,153.42,172.75,194.36,260.23,274.58,332.04,424.54,414.79,322,263.37,338.17,315.46,363.92,273.96,196.54,170.16,138.04,127.71,171.08
7/17/2015,144.79,112.83,120.81,115.21,84.87,62.71,115.66,138.38,153.12,157.38,208.88,243.8,209.08,206.79,164.91,169.23,140.83,147.21,208.87,144.79,151.36,117.17,107.67,148.54
7/18/2015,165,157.92,183.58,168.42,128.17,90.21,119.34,124.29,173.12,137.58,151.33,110.42,99.21,129.89,79.96,114.08,171.42,253.8,173.86,150.68,181.29,176.49,159.36,173.48
7/19/2015,167.82,154.31,164.13,214.12,111.63,106.58,72.6,122.34,134.34,115.71,112.21,127.06,97.75,128,160.08,208.5,162.21,174.98,180.84,237.97,103.17,133.67,169.89,98.67
7/20/2015,57.44,78.22,93.72,117.72,84.22,73.83,63.72,68.56,47.83,38.17,35.14,34.11,37.06,16.56,31.17,55.67,209.38,151.22,109.72,137.88,109.87,98.67,114.5,132.92
7/21/2015,113.93,83.79,89.62,69.54,46.26,39.25,37.42,55.04,69.21,94.5,93.33,99.42,63.83,61.83,73.58,114.5,58.33,82.75,109.54,113.25,83.39,64.73,75.27,97.92
7/22/2015,91.57,79.38,75.66,87.88,69.09,37.38,65.17,61.87,68.13,79.83,73.58,92.96,58.75,87.12,91.29,122.96,86.21,88.01,118.12,178.67,126.42,105.67,55.11,60.5
7/23/2015,70.42,66.59,59.71,75.33,62.83,41.06,74.83,59.08,68.16,76.96,88.08,126.53,89.56,120.45,35.5,91.89,80,77.17,92.56,134.61,108.21,86.46,68.63,95.44
7/24/2015,102.55,76.76,72.67,79.38,72.21,68.75,55.89,77.37,79.25,76.74,104.71,169.77,109.84,78.67,64.67,113.12,107.12,98.42,95.49,121.25,118.08,108.67,87.87,128.46
7/25/2015,97.38,119.28,107.96,139.25,90.17,36.42,43.89,87.04,82.67,73.83,98.42,111.91,93.96,81.91,95.89,119.65,116.42,104.79,86.46,119.28,129.52,142.61,58.75,90.44
7/26/2015,96.84,79.56,52.58,78.21,70.17,68.25,67.61,92.78,80.84,82,66,104.25,104.5,130.58,129.05,139.16,149.99,112.72,84.52,86.21,58.42,48.07,38.92,43.08
7/27/2015,42.18,36.5,34.38,34.49,25.21,30,34.54,29.42,39.66,48.96,53.04,70.44,68.67,84.86,65.18,101.17,78.26,52.4,50.33,76.81,84.75,45.96,45.21,46.36
7/28/2015,38.46,31.33,39.45,32.22,29,26.17,36.56,28.06,35.28,47,55.94,51.87,67.25,70.71,70.28,46.17,54.17,63.96,61.46,65.53,81.7,81.8,66.66,66.42
7/29/2015,50.61,34.5,42.92,32.88,39.5,34.42,47.49,41.88,51.19,69.01,74.54,72.55,74,77.24,94.42,67.71,76.03,74.68,65.54,38.5,45.84,57.5,55.16,42.6
7/30/2015,36.5,29.58,29.55,13.58,20.5,19.5,60.67,16.58,22.75,38.75,47.16,60.5,70.62,90.11,72.83,52.12,39.75,49.08,79.9,57.8,73.79,66.96,49.46,51.79
7/31/2015,107.99,72.59,74,83.42,68.75,29.33,70.71,75.17,86.04,118.14,150.29,139.33,154.46,177.75,235.29,80.54,85.88,131,186.88,139.79,193.21,198.21,160.67,112.94
8/1/2015,84.5,73.17,59.71,82.98,56.97,72.82,109.83,113.5,119.04,125.91,179.38,223,201.29,169.38,83.8,157.47,156.55,161.96,261.93,144.3,115.62,72.25,93.04,113.42
8/2/2015,126,154.21,157.12,141.07,79.46,88.08,117.25,135.25,175.29,121.39,155.16,111.5,157.12,51.58,58.21,124.21,95.67,114.87,164.25,247.04,124.48,75.83,56.67,126
8/3/2015,118.88,104.38,171.75,131.38,108.17,116.67,75.38,127.58,119.96,169.75,248.47,262.04,192.54,150.58,140.58,139.79,140.96,143.72,209.92,264.12,198.12,196.67,45.28,126.04
8/4/2015,91.62,117.88,140.38,82.12,51.54,39.17,45.56,130.04,140.71,199.18,233.58,182.69,154.25,187.38,177.79,130.17,121.12,142.08,194.18,164.04,155.29,165.42,163.92,75
8/5/2015,73.91,58.34,62.63,102.12,71.54,187.08,181.83,105.84,84.04,95.5,144.58,134.13,128.29,99.08,69.38,170.88,139.98,186,104.38,92.04,104.5,147.21,113.01,153.51
8/6/2015,140.88,98.78,111.71,143.92,95.96,88.96,120.38,77.83,68.67,121.67,188.09,211.54,93.67,115.39,173.04,147.67,118.72,107.73,76.65,121.65,246.5,124.44,129.5,114.04
8/7/2015,120.17,181,151.25,88.39,172.24,169.17,86.72,128.38,107.82,121.22,161.98,216,205.37,203.5,142,155.11,159.22,159.71,193.71,219.42,116.45,199,188.5,71.72
8/8/2015,71.22,85.89,109.68,106.04,95.21,81.79,136.71,139.12,120.21,125.66,149.92,162.12,216.58,100.06,109.89,272.12,208.54,118.11,134,181.46,259.46,217.82,240.92,155.54
8/9/2015,127.12,115.21,123.42,166.04,171.25,153.83,130.92,132.83,91.38,46.71,56,32.92,24.61,251.65,162.25,50.33,60.05,60.94,77.25,78.62,99.58,89.03,79.61,142.5
8/10/2015,102.66,105,141.17,175.44,183.01,81.42,65.92,139.67,116.56,150.58,147,161.39,154.56,135.42,98.67,160.72,134.38,161.21,243.5,229.63,93.55,119.38,103.13,168.94
8/11/2015,168.83,183.67,200.13,253.75,169.29,112.5,79.25,99.08,106.39,269.28,276.63,384.42,191.75,178.17,73.33,112.94,69.82,50.42,47.21,75.17,50.04,50.88,41.92,60.79
8/12/2015,40.99,34.92,42.83,68.45,64,74.92,55.59,72.88,71.97,82.75,78.08,121.12,109.13,124.67,168,111.83,79.72,58.25,57.28,160.42,103.22,76.83,96.44,149.45
8/13/2015,109.61,96.11,77.67,88.55,95.07,87.5,80.34,121.34,150.17,139.39,92.67,198.75,160.58,68.46,65.94,109.29,98.36,66.32,122.36,143.82,161.2,180.07,94.74,188.86
8/14/2015,203.09,254.59,182.18,190.39,182.94,128.93,69.25,92.29,98.78,99,116.55,106.46,125.63,210.38,242.29,176.54,147.91,198.8,166.26,256.46,212.26,155.06,78.88,139.17
8/15/2015,114.39,114.52,95,73.04,65.21,52.46,52.54,88.54,87.61,84.55,97.38,182.4,195.04,170.46,302,86.5,34.78,41.72,32.78,27.5,31,29.89,52.86,91.25
8/16/2015,66.83,92.44,78.33,71.58,71.38,72.66,57.54,87.79,67,84.17,69.46,93.21,98.21,77.83,87.38,189.22,89.16,69.21,84.75,102.21,119.71,118.75,121.29,169.8
8/17/2015,100.16,147.78,125.83,101.5,86.12,70.37,49.68,75.83,80.83,108.72,127.05,118.08,72.25,130.17,163.12,158.11,162.25,143.33,128.54,233.63,230.21,234.13,141.25,231.76
8/18/2015,155.88,118.33,76.29,108.99,98.71,110.17,98.38,139.25,169.92,253.05,197.9,135.59,112.37,147.88,193.14,230.38,202.83,241.78,49.05,45.06,59.61,29.5,23.17,31.55
8/19/2015,44.45,35.58,35.56,36.34,33.17,32.5,29.72,56.39,57.67,52.39,48.89,168.42,172.21,102.15,90.34,173.71,188.78,251.6,238.06,288.46,276.67,210.5,166.67,189.82
8/20/2015,174.17,174.28,138.08,103.46,91.79,76.54,145.56,208.11,246.28,302.11,331.72,325.33,272.58,314.17,282.92,338.42,115,124.67,85.89,328.29,112.89,294.71,252.92,220.79
8/21/2015,249.33,214.17,194.75,122.54,111.83,96.95,132.55,265.75,391.58,409.67,383,260,349.67,227.5,325.75,367.58,164.33,135.38,115.08,118.58,112.99,114.91,120.29,153.12
8/22/2015,163.36,145.38,130.62,116.16,95.66,90.62,93.83,94.04,114.79,126.5,122.75,197.53,192.58,177.3,119.29,169.05,194.94,208.25,203.33,221,195.33,156.92,111.42,136.75
8/23/2015,141.08,141.45,127.25,113.84,88.16,72.16,56.42,86.16,83.84,66.5,65.09,139.94,145.89,109.11,125.16,192.72,176.94,197.33,245.98,262.28,257.2,186.5,140,94
8/24/2015,30.61,30.28,33.33,48.17,50.17,63.89,63.89,75.78,81.94,90,77.39,104.5,123.21,102.13,117.14,142.5,141.79,156.5,188.24,196.25,164.83,186.02,113.06,219.86
8/25/2015,215.5,176.55,144,115.71,107.21,90.83,97.96,137.06,167.16,185.87,182.92,262.85,294.46,265.38,310.83,297.88,332.92,321.15,229.25,281.32,283.96,286.5,382.39,167.62
8/26/2015,148,313.06,318.78,208.67,145.56,136.72,152.83,286.44,341.17,303.72,351.92,305.5,308,298.88,106,144.21,157.25,259.21,250.88,266.04,297.77,212.28,123.41,250.18
8/27/2015,229.85,211.83,298.38,125,284.37,101.94,67.33,296.16,290.88,243.67,278.25,259.47,258.21,251.25,257.12,257.79,245.09,238.58,269.12,255.96,252.58,261.26,228.12,242.04
8/28/2015,202.12,202.13,161.96,146.16,159.93,156.94,137.18,193.15,152.81,142.04,138.56,241.49,239.46,275.55,292.32,262.98,172.65,174.34,186.95,242.15,246.55,224.51,248.17,349.22
8/29/2015,338.74,289,306.47,369.22,287.11,182.06,208.83,296.39,385.72,297.08,312,252.06,257.33,275.39,242.39,248.92,236.67,227.33,247.17,215.39,221.17,188.44,181.56,185
8/30/2015,141.63,159.28,190.28,172.83,189.55,223.79,206.72,261.06,327,255.22,234.44,305.44,308.67,301.15,165.05,214.17,218.89,229.06,230.55,254.83,225.17,245.89,237.17,240.28
8/31/2015,252.55,254.33,204.44,135.48,113.9,110.05,137.83,179.17,240.72,266.05,372.47,311.22,296.32,283.92,247.38,219.72,234.12,222.6,186.91,245.2,206.82,198.13,200.58,163.5
9/1/2015,148.56,148.89,135.89,133.69,110.99,94.65,85.24,93.67,117.5,145.92,239.02,321.88,335.88,407.29,312.77,313.66,280.6,264.55,280.77,285.96,296.33,319.33,322.84,332.19
9/2/2015,318.68,297.57,279.27,250.68,225.91,227.4,213.9,252.7,310.98,286.85,313.8,369.19,297.94,464.26,399.53,353.69,315.94,329.54,342.03,344.06,383.02,360.39,358.49,341.89
9/3/2015,347.42,289.58,270.36,257.01,210.78,204.72,201.07,232.72,249.08,276.25,311.34,371.76,386.78,366.89,290.44,280.54,258.92,253.23,267.01,290.28,315.49,282.8,209.93,256.27
9/4/2015,361.65,339.78,332.28,377.34,355.54,304.23,308.71,353.02,338.16,306.92,318.44,276.36,287.41,322.23,264.44,247.79,206.56,193.76,217.52,212.09,213.98,213.66,223.81,253.29
9/5/2015,297.37,263.54,217.28,232.08,215.27,220.71,261.99,269.34,195.42,208.67,255.74,268.94,297.81,231.8,142.81,153.89,134.93,135.52,143.05,95.17,106.73,120.53,181.95,194.9
9/6/2015,228.17,116.52,224.32,166.31,161.41,132.29,104.67,129.82,88.84,93.08,253.33,259.15,253.56,236.48,205.98,183.18,178.95,134.14,148.27,141.42,140.51,152.7,168.8,145.12
9/7/2015,159.6,181.37,185.09,153.26,128.79,154.48,162.44,219.35,220.54,217.1,264.37,247.31,240.47,240.42,207.51,176.52,162.04,127.02,147.55,141.23,130.43,134.65,140.53,164.04
9/8/2015,209.48,237.93,223.74,142.55,162.2,145.34,166.14,203.61,271.94,246.01,252.21,262.46,261.67,297.78,269.1,238.05,254.29,215.02,219.52,194.27,210.59,178.5,196.14,209.69
9/9/2015,183.04,156.96,134.9,119.76,115.97,126.32,143.06,168.43,202.86,244.16,249.07,268.71,246.44,277.8,234,260.91,255.84,230.73,205.52,146.44,155.78,216.65,169.86,167.94
9/10/2015,160.26,175.51,213.8,166.3,146.81,173.63,190.39,205.92,256.92,205.67,217.43,210.4,228.56,226.83,181.19,196.62,187.08,166.19,164.34,143.93,150.95,154.83,154.89,156.28
9/11/2015,158.14,164.03,138.05,133.06,130.25,142.39,170.42,269.48,221.25,271.7,234.64,202.72,203.4,180.89,196.62,185.23,189.65,177.13,167.93,158.33,169.97,167.41,167.66,167.46
9/12/2015,177.42,170.84,176.09,180.87,162.08,135.35,144.16,189.33,200.6,177.88,193.91,210.63,167.53,197.14,176.57,188.29,203.77,160.79,167.14,165.39,211.79,193.17,157.38,177.61
9/13/2015,158.18,175.31,142.62,156.32,148.81,144.4,146.36,159.23,155.38,101.83,149.88,156.02,163.06,157.42,159.59,179.09,188.31,207.61,200.34,190.62,195.77,207.75,240.94,237.52
9/14/2015,231.94,245.51,249.69,239.99,238.93,250.1,263.41,268.45,265.4,301.83,266.06,281.16,246.64,238.63,241.87,223.46,219.14,203.32,164.15,170.89,183.97,183.59,215.24,278.89
9/15/2015,294.06,243.38,251.75,220.73,238.07,234.63,226.45,249.93,221.38,238.47,229.6,201.37,178.19,167.55,152.66,149.86,187.91,175.84,177.8,209.9,241.97,246.45,235.82,238.19
9/16/2015,204.69,162.44,163.57,151.9,158.12,157.03,168.35,181.59,190.36,196.76,193.52,198.89,274.63,162.21,160.83,165.69,165.24,170.56,176.4,194,202.53,229.4,260.2,294.96
9/17/2015,318.58,232.3,197.65,357.7,264.98,287.66,310.45,274.11,331.83,371.42,390.96,259.83,157.61,190.48,201.77,175.3,193.09,188.43,191.74,224.43,193.68,213.93,214.52,262.56
9/18/2015,255.39,244.93,216.71,144.32,112.62,78.33,67.41,72.28,103.65,111.65,105.01,98.44,108.88,118.97,93.51,106.73,153.36,176.57,136.99,130.49,106.88,98.76,104.82,151.97
